"ensembl.gene.id","ensembl.transcript.id","chromosome.name","gene.start","gene.end","strand","transcript.start","transcript.end.","gene.name","transcript.count","gc.content","gene.type","transcript.type","gene.length","transcript.length"
"ENSG00000154723","ENST00000400099",21,25716503,25735673,-1,25716503,25735027,"ATP5J",8,41.96,"protein_coding","protein_coding",19170,18524
"ENSG00000157557","ENST00000360214",21,38805307,38824955,1,38805307,38824955,"ETS2",4,46.04,"protein_coding","protein_coding",19648,19648
"ENSG00000237569","ENST00000425085",21,23407658,23409128,-1,23407658,23409128,"TUBAP",1,46.97,"processed_pseudogene","processed_pseudogene",1470,1470
"ENSG00000251851","ENST00000516042",21,20355748,20355852,-1,20355748,20355852,"RNU6-772P",1,31.43,"snRNA","snRNA",104,104
"ENSG00000280330","ENST00000624153",21,7129103,7130287,1,7129103,7130287,"CH507-236L23.2",1,56.12,"processed_pseudogene","processed_pseudogene",1184,1184
"ENSG00000279303","ENST00000623962",21,7135334,7137789,-1,7135334,7137789,"CH507-236L23.3",1,35.67,"TEC","TEC",2455,2455
"ENSG00000274662","ENST00000410635",21,25101132,25101415,1,25101132,25101415,"RN7SKP236",1,51.76,"misc_RNA","misc_RNA",283,283
"ENSG00000215317","ENST00000400014",21,28901779,28903697,-1,28901779,28903697,"THUMPD1P1",1,47.11,"processed_pseudogene","processed_pseudogene",1918,1918
"ENSG00000207416","ENST00000384685",21,36986739,36986851,-1,36986739,36986851,"Y_RNA",1,37.17,"misc_RNA","misc_RNA",112,112
"ENSG00000275950","ENST00000616420",21,8205315,8205406,1,8205315,8205406,"MIR6724-1",1,83.7,"miRNA","miRNA",91,91
"ENSG00000236883","ENST00000423276",21,41739373,41741308,1,41739373,41741308,"AP001615.9",1,53.62,"antisense","antisense",1935,1935
"ENSG00000276289","ENST00000622690",21,7816675,7829926,-1,7816675,7829926,"KCNE1B",4,48.09,"protein_coding","protein_coding",13251,13251
"ENSG00000183421","ENST00000332512",21,41739369,41767106,-1,41739369,41767106,"RIPK4",2,53.5,"protein_coding","protein_coding",27737,27737
"ENSG00000231755","ENST00000447175",21,17835016,17885608,-1,17835016,17885608,"CHODL-AS1",1,38.64,"lincRNA","lincRNA",50592,50592
"ENSG00000233997","ENST00000425979",21,21746973,21797415,1,21746973,21797415,"LINC01425",2,35.45,"lincRNA","lincRNA",50442,50442
"ENSG00000180509","ENST00000337385",21,34446688,34512275,-1,34446688,34511339,"KCNE1",9,43.71,"protein_coding","protein_coding",65587,64651
"ENSG00000159200","ENST00000313806",21,34513142,34615142,-1,34516484,34615142,"RCAN1",14,44.24,"protein_coding","protein_coding",102000,98658
"ENSG00000273017","ENST00000609910",21,29359002,29359453,1,29359002,29359453,"AP000240.9",1,27.88,"sense_intronic","sense_intronic",451,451
"ENSG00000226406","ENST00000454795",21,14829154,14829989,-1,14829154,14829989,"RBMX2P1",1,46.89,"processed_pseudogene","processed_pseudogene",835,835
"ENSG00000279390","ENST00000623352",21,15050189,15052379,1,15050189,15052379,"AF127577.13",1,39.89,"TEC","TEC",2190,2190
"ENSG00000231201","ENST00000436429",21,14971470,14992854,1,14971470,14992854,"AF127577.11",1,36.29,"antisense","antisense",21384,21384
"ENSG00000187172","ENST00000470054",21,10413477,10516431,1,10413532,10491615,"BAGE2",3,37.59,"transcribed_unprocessed_pseudogene","processed_transcript",102954,78083
"ENSG00000235609","ENST00000432230",21,14818843,15014430,-1,14818843,15014430,"AF127936.9",1,37.71,"lincRNA","lincRNA",195587,195587
"ENSG00000281903","ENST00000625278",21,14819699,14918552,-1,14824327,14918552,"AF127936.7",7,38.04,"lincRNA","lincRNA",98853,94225
"ENSG00000235564","ENST00000447405",21,23960905,23967273,-1,23960905,23967273,"AP000477.2",1,45.96,"lincRNA","lincRNA",6368,6368
"ENSG00000276612","ENST00000623476",21,5116343,5133805,-1,5116343,5133805,"CH507-9B2.4",1,57.86,"protein_coding","protein_coding",17462,17462
"ENSG00000223563","ENST00000426771",21,26889376,26939742,1,26889376,26939742,"AP001601.2",1,36.94,"antisense","antisense",50366,50366
"ENSG00000279647","ENST00000624595",21,7385058,7388799,-1,7385058,7388799,"CH507-254M2.5",1,53.71,"unprocessed_pseudogene","unprocessed_pseudogene",3741,3741
"ENSG00000228349","ENST00000431743",21,39491544,39491898,-1,39491544,39491898,"RPS26P4",1,45.63,"processed_pseudogene","processed_pseudogene",354,354
"ENSG00000231713","ENST00000457325",21,39727755,39730680,1,39727755,39730680,"AF064860.7",2,46.21,"lincRNA","lincRNA",2925,2925
"ENSG00000206102","ENST00000382822",21,31038159,31038476,-1,31038159,31038476,"KRTAP19-8",1,49.06,"protein_coding","protein_coding",317,317
"ENSG00000214867","ENST00000399149",21,36295173,36295702,-1,36295173,36295702,"SRSF9P1",1,56.04,"processed_pseudogene","processed_pseudogene",529,529
"ENSG00000159197","ENST00000290310",21,34364024,34371389,1,34364024,34371389,"KCNE2",1,43.25,"protein_coding","protein_coding",7365,7365
"ENSG00000205930","ENST00000454365",21,32772100,32893735,1,32772150,32893735,"C21orf62-AS1",7,42.17,"antisense","antisense",121635,121585
"ENSG00000229356","ENST00000426578",21,44450986,44455284,-1,44450986,44455284,"LRRC3-AS1",1,43.64,"antisense","antisense",4298,4298
"ENSG00000157540","ENST00000338785",21,37365790,37517450,1,37367577,37515377,"DYRK1A",9,38.86,"protein_coding","protein_coding",151660,147800
"ENSG00000243440","ENST00000400562",21,14591930,14658821,-1,14593720,14658821,"AF165138.7",4,36.85,"protein_coding","protein_coding",66891,65101
"ENSG00000273796","ENST00000617004",21,45403809,45404369,-1,45403809,45404369,"LL21NC02-21A1.1",1,59.71,"lincRNA","lincRNA",560,560
"ENSG00000278932","ENST00000622961",21,9325013,9368775,1,9325013,9368775,"bP-21264C1.2",6,43.43,"lincRNA","lincRNA",43762,43762
"ENSG00000183255","ENST00000445724",21,44849585,44873903,-1,44849586,44873903,"PTTG1IP",7,51,"protein_coding","protein_coding",24318,24317
"ENSG00000160180","ENST00000518498",21,42311667,42315651,-1,42311667,42315651,"TFF3",4,54.43,"protein_coding","protein_coding",3984,3984
"ENSG00000232560","ENST00000440664",21,17438890,17449185,1,17438890,17449185,"LINC01549",2,39.57,"lincRNA","lincRNA",10295,10295
"ENSG00000273464","ENST00000608759",21,29657406,29657831,1,29657406,29657831,"RP11-313P22.1",1,41.08,"antisense","antisense",425,425
"ENSG00000279718","ENST00000624821",21,9364467,9365225,-1,9364467,9365225,"SNX18P12",1,49.54,"processed_pseudogene","processed_pseudogene",758,758
"ENSG00000279211","ENST00000623408",21,9580024,9580415,-1,9580024,9580415,"RP11-570J4.2",1,60.46,"processed_pseudogene","processed_pseudogene",391,391
"ENSG00000225267","ENST00000430538",21,30263380,30263881,-1,30263380,30263881,"RPL8P2",1,55.18,"processed_pseudogene","processed_pseudogene",501,501
"ENSG00000277379","ENST00000622482",21,8388362,8388453,1,8388362,8388453,"MIR6724-3",1,83.7,"miRNA","miRNA",91,91
"ENSG00000278931","ENST00000624291",21,8857260,8880976,1,8857260,8880976,"bP-2189O9.2",1,35.46,"unprocessed_pseudogene","unprocessed_pseudogene",23716,23716
"ENSG00000154719","ENST00000352957",21,25585656,25607517,-1,25585656,25607517,"MRPL39",3,37.94,"protein_coding","protein_coding",21861,21861
"ENSG00000157601","ENST00000398600",21,41420304,41459214,1,41420515,41459214,"MX1",18,47.01,"protein_coding","protein_coding",38910,38699
"ENSG00000278678","ENST00000616920",21,10576292,10576587,1,10576292,10576587,"CYCSP41",1,43.58,"processed_pseudogene","processed_pseudogene",295,295
"ENSG00000207476","ENST00000384745",21,13621577,13621683,1,13621577,13621683,"RNU6-286P",1,43.93,"snRNA","snRNA",106,106
"ENSG00000186924","ENST00000334680",21,30601087,30601382,1,30601087,30601382,"KRTAP22-1",1,45.27,"protein_coding","protein_coding",295,295
"ENSG00000274391","ENST00000622113",21,10521553,10606140,1,10521553,10606140,"TPTE",5,38.91,"protein_coding","protein_coding",84587,84587
"ENSG00000160179","ENST00000398457",21,42199689,42297244,1,42199689,42297244,"ABCG1",11,51.02,"protein_coding","protein_coding",97555,97555
"ENSG00000156299","ENST00000286827",21,31118416,31559977,-1,31118416,31558977,"TIAM1",7,43.86,"protein_coding","protein_coding",441561,440561
"ENSG00000166351","ENST00000299443",21,13609858,13641585,1,13610177,13641585,"POTED",2,36.71,"protein_coding","protein_coding",31727,31408
"ENSG00000142156","ENST00000361866",21,45981737,46005050,1,45981737,46005050,"COL6A1",7,64.67,"protein_coding","protein_coding",23313,23313
"ENSG00000227840","ENST00000423658",21,30806932,30807119,-1,30806932,30807119,"KRTAP8-3P",1,49.47,"unprocessed_pseudogene","unprocessed_pseudogene",187,187
"ENSG00000223671","ENST00000421454",21,35472095,35472432,-1,35472095,35472432,"RPL34P3",1,41.72,"processed_pseudogene","processed_pseudogene",337,337
"ENSG00000234703","ENST00000455028",21,35136638,35139222,1,35136638,35139222,"AF015262.2",1,45.84,"lincRNA","lincRNA",2584,2584
"ENSG00000242220","ENST00000300258",21,32574841,32587373,-1,32574841,32585533,"TCP10L",4,50.2,"protein_coding","protein_coding",12532,10692
"ENSG00000280109","ENST00000624999",21,41175231,41185239,-1,41175231,41185239,"PLAC4",2,46.2,"TEC","TEC",10008,10008
"ENSG00000224524","ENST00000450823",21,15490530,15490767,-1,15490530,15490767,"CYCSP42",1,44.96,"processed_pseudogene","processed_pseudogene",237,237
"ENSG00000224860","ENST00000433312",21,13824406,13825635,-1,13824406,13825635,"GXYLT1P2",1,42.36,"processed_pseudogene","processed_pseudogene",1229,1229
"ENSG00000160233","ENST00000291592",21,44455486,44462196,1,44455486,44462196,"LRRC3",1,61.26,"protein_coding","protein_coding",6710,6710
"ENSG00000184856","ENST00000419431",21,22098617,22116528,1,22098617,22116528,"LINC00308",1,34.5,"lincRNA","lincRNA",17911,17911
"ENSG00000157542","ENST00000609713",21,37607376,37916446,-1,37607376,37916446,"KCNJ6",1,43.67,"protein_coding","protein_coding",309070,309070
"ENSG00000215088","ENST00000414617",21,33481580,33482195,-1,33481580,33482195,"RPS5P3",1,54.87,"processed_pseudogene","processed_pseudogene",615,615
"ENSG00000183570","ENST00000400314",21,45643694,45942454,1,45643694,45942454,"PCBP3",21,46.92,"protein_coding","protein_coding",298760,298760
"ENSG00000229925","ENST00000434589",21,38888772,38903905,1,38888772,38903905,"AP001043.1",1,38.3,"lincRNA","lincRNA",15133,15133
"ENSG00000243489","ENST00000334670",21,44646414,44647650,1,44646414,44647650,"KRTAP10-11",1,62.41,"protein_coding","protein_coding",1236,1236
"ENSG00000183145","ENST00000485272",21,37006150,37019659,1,37006150,37019659,"RIPPLY3",3,48.79,"protein_coding","processed_transcript",13509,13509
"ENSG00000184441","ENST00000448927",21,44331234,44335851,1,44331234,44335851,"AP001062.7",1,61.76,"antisense","antisense",4617,4617
"ENSG00000160191","ENST00000335512",21,42653636,42775509,1,42653750,42775509,"PDE9A",28,51.29,"protein_coding","protein_coding",121873,121759
"ENSG00000186866","ENST00000331343",21,45263928,45287898,-1,45263928,45287898,"POFUT2",14,52.95,"protein_coding","protein_coding",23970,23970
"ENSG00000215458","ENST00000400385",21,43805758,43812567,-1,43805758,43812567,"AATBC",3,60.18,"antisense","antisense",6809,6809
"ENSG00000223287","ENST00000411355",21,13968489,13968595,-1,13968489,13968595,"RNU6-954P",1,40.19,"snRNA","snRNA",106,106
"ENSG00000202339","ENST00000365469",21,22205192,22205332,1,22205192,22205332,"RNU4-45P",1,42.55,"snRNA","snRNA",140,140
"ENSG00000280436","ENST00000623201",21,9053122,9059060,1,9053122,9059060,"bP-2171C21.2",1,38.95,"unprocessed_pseudogene","unprocessed_pseudogene",5938,5938
"ENSG00000223975","ENST00000436359",21,43465309,43467298,1,43465309,43467298,"AP001048.4",1,50.55,"lincRNA","lincRNA",1989,1989
"ENSG00000277352","ENST00000622854",21,44494874,44495519,1,44494874,44495519,"KB-68A7.2",1,51.08,"lincRNA","lincRNA",645,645
"ENSG00000270093","ENST00000602659",21,16643529,16645065,1,16643529,16645065,"AP000473.8",1,37.8,"lincRNA","lincRNA",1536,1536
"ENSG00000154721","ENST00000480456",21,25639272,25717562,1,25639272,25717562,"JAM2",7,39.65,"protein_coding","protein_coding",78290,78290
"ENSG00000256073","ENST00000534991",21,32393130,32393960,1,32393130,32393960,"URB1-AS1",1,54.63,"lincRNA","lincRNA",830,830
"ENSG00000266299","ENST00000581787",21,13644775,13644850,-1,13644775,13644850,"MIR3118-1",1,32.89,"miRNA","miRNA",75,75
"ENSG00000273115","ENST00000608410",21,26459903,26460214,-1,26459903,26460214,"KB-1466C5.1",1,42.95,"lincRNA","lincRNA",311,311
"ENSG00000228355","ENST00000456613",21,45378201,45379635,-1,45378201,45379624,"BX322559.3",2,57,"antisense","antisense",1434,1423
"ENSG00000243064","ENST00000463099",21,14236206,14362754,1,14274092,14362754,"ABCC13",6,36.49,"transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",126548,88662
"ENSG00000233922","ENST00000441095",21,45593654,45603056,1,45593654,45603056,"AL133493.2",2,52.25,"lincRNA","lincRNA",9402,9402
"ENSG00000235514","ENST00000436405",21,25762938,25763333,-1,25762938,25763333,"LLPHP2",1,39.9,"processed_pseudogene","processed_pseudogene",395,395
"ENSG00000199806","ENST00000362936",21,36851911,36852028,1,36851911,36852028,"RNA5SP491",1,61.02,"rRNA","rRNA",117,117
"ENSG00000244294","ENST00000467060",21,33918995,33919338,-1,33918995,33919338,"RN7SL740P",1,53.49,"misc_RNA","misc_RNA",343,343
"ENSG00000223806","ENST00000429621",21,38739021,38747460,-1,38739021,38747460,"LINC00114",3,41.69,"lincRNA","lincRNA",8439,8439
"ENSG00000183249","ENST00000457709",21,14000927,14005279,1,14000927,14005279,"NF1P3",1,36.34,"unprocessed_pseudogene","unprocessed_pseudogene",4352,4352
"ENSG00000227330","ENST00000432412",21,18022370,18114904,-1,18022370,18114904,"AP000998.2",1,36.93,"lincRNA","lincRNA",92534,92534
"ENSG00000142182","ENST00000270172",21,44246339,44262216,-1,44246339,44262216,"DNMT3L",4,57,"protein_coding","protein_coding",15877,15877
"ENSG00000205439","ENST00000619249",21,44646657,44658341,1,44646657,44658270,"KRTAP12-3",2,53.88,"protein_coding","protein_coding",11684,11613
"ENSG00000205424","ENST00000380008",21,45827961,45836419,-1,45827961,45836419,"AL592528.1",1,56.07,"antisense","antisense",8458,8458
"ENSG00000177398","ENST00000400424",21,42062959,42143453,1,42062959,42143453,"UMODL1",14,52.21,"protein_coding","protein_coding",80494,80494
"ENSG00000187005","ENST00000335093",21,30754830,30755428,-1,30754830,30755428,"KRTAP21-1",1,43.91,"protein_coding","protein_coding",598,598
"ENSG00000278381","ENST00000613704",21,13654073,13654356,1,13654073,13654356,"AL050303.11",1,31.69,"processed_pseudogene","processed_pseudogene",283,283
"ENSG00000227874","ENST00000435181",21,13665868,13667546,-1,13665868,13667546,"GRAMD4P1",1,54.02,"processed_pseudogene","processed_pseudogene",1678,1678
"ENSG00000239415","ENST00000430259",21,46251549,46254133,-1,46251812,46254133,"AP001469.9",2,44.14,"antisense","antisense",2584,2321
"ENSG00000215424","ENST00000590829",21,46229217,46259390,1,46229217,46259390,"MCM3AP-AS1",9,46.48,"antisense","antisense",30173,30173
"ENSG00000279851","ENST00000623370",21,10122273,10129029,1,10122273,10129029,"CH507-216K13.2",1,58.47,"lincRNA","lincRNA",6756,6756
"ENSG00000159231","ENST00000290354",21,36134912,36146566,1,36134912,36146566,"CBR3",1,48.69,"protein_coding","protein_coding",11654,11654
"ENSG00000232512","ENST00000453802",21,25095022,25103670,1,25095022,25103670,"AP000233.2",2,35.82,"lincRNA","lincRNA",8648,8648
"ENSG00000186842","ENST00000334165",21,32572238,32575881,-1,32572238,32575881,"LINC00846",1,50.6,"3prime_overlapping_ncRNA","3prime_overlapping_ncRNA",3643,3643
"ENSG00000276076","ENST00000619537",21,6560714,6564489,1,6560714,6564489,"CH507-152C13.3",4,63.03,"protein_coding","protein_coding",3775,3775
"ENSG00000228861","ENST00000467573",21,39127568,39128040,1,39127568,39128040,"RPL23AP12",1,47.99,"processed_pseudogene","processed_pseudogene",472,472
"ENSG00000275170","ENST00000613317",21,14019060,14020725,-1,14019060,14020725,"FRG2MP",1,46.64,"processed_pseudogene","processed_pseudogene",1665,1665
"ENSG00000265590","ENST00000553001",21,32578822,32612281,-1,32578823,32612281,"AP000275.65",2,47.45,"protein_coding","protein_coding",33459,33458
"ENSG00000235701","ENST00000437262",21,39171130,39172106,-1,39171130,39172106,"PCBP2P1",1,49.54,"processed_pseudogene","processed_pseudogene",976,976
"ENSG00000280095","ENST00000623983",21,6081193,6082585,1,6081193,6082585,"CH507-42P11.7",1,59.37,"lincRNA","lincRNA",1392,1392
"ENSG00000231106","ENST00000457157",21,36005338,36007838,1,36005338,36007838,"LINC01436",1,46.9,"lincRNA","lincRNA",2500,2500
"ENSG00000215447","ENST00000400362",21,45288052,45291738,1,45288062,45291738,"BX322557.10",2,53.84,"processed_transcript","lincRNA",3686,3676
"ENSG00000154639","ENST00000400169",21,17512382,17593579,1,17513130,17593579,"CXADR",5,40.2,"protein_coding","protein_coding",81197,80449
"ENSG00000277991","ENST00000623374",21,7669397,7681742,-1,7669397,7679177,"CH507-338C24.1",8,39.72,"lincRNA","lincRNA",12345,9780
"ENSG00000228137","ENST00000444966",21,46246890,46247682,1,46246890,46247682,"AP001469.7",1,45.65,"antisense","antisense",792,792
"ENSG00000252619","ENST00000516810",21,42417497,42417593,-1,42417497,42417593,"RNU6-1149P",1,31.96,"snRNA","snRNA",96,96
"ENSG00000223768","ENST00000433465",21,45293285,45297354,1,45293285,45297354,"LINC00205",1,51.62,"lincRNA","lincRNA",4069,4069
"ENSG00000188155","ENST00000622352",21,44579796,44592505,-1,44579796,44592469,"KRTAP10-6",2,48.43,"protein_coding","protein_coding",12709,12673
"ENSG00000156256","ENST00000399975",21,29024629,29054488,1,29024629,29054488,"USP16",6,38.76,"protein_coding","protein_coding",29859,29859
"ENSG00000241123","ENST00000400372",21,44579455,44580604,-1,44579455,44580604,"KRTAP10-5",1,65.91,"protein_coding","protein_coding",1149,1149
"ENSG00000236382","ENST00000412914",21,44702221,44702791,1,44702221,44702791,"KRTAP10-13P",1,67.78,"unprocessed_pseudogene","unprocessed_pseudogene",570,570
"ENSG00000215454","ENST00000400374",21,44573729,44575371,1,44573729,44575371,"KRTAP10-4",1,63.97,"protein_coding","protein_coding",1642,1642
"ENSG00000281420","ENST00000626421",21,43748365,43748468,-1,43748365,43748468,"AP001052.1",1,60.58,"pseudogene","pseudogene",103,103
"ENSG00000185390","ENST00000332473",21,13349265,13350648,1,13349265,13350648,"FGF7P2",1,32.8,"unprocessed_pseudogene","unprocessed_pseudogene",1383,1383
"ENSG00000221859","ENST00000380095",21,44637356,44638455,1,44637356,44638455,"KRTAP10-10",1,64.18,"protein_coding","protein_coding",1099,1099
"ENSG00000160194","ENST00000460259",21,42879644,42913304,1,42879644,42909105,"NDUFV3",4,46.83,"protein_coding","processed_transcript",33660,29461
"ENSG00000232623","ENST00000450936",21,32306464,32308737,-1,32306464,32308737,"AP000266.7",1,48.46,"antisense","antisense",2273,2273
"ENSG00000230870","ENST00000393804",21,31627127,31628600,-1,31627127,31628600,"FBXW11P1",1,44.37,"processed_pseudogene","processed_pseudogene",1473,1473
"ENSG00000205726","ENST00000381318",21,33642400,33899861,1,33642458,33899861,"ITSN1",32,42.47,"protein_coding","protein_coding",257461,257403
"ENSG00000197381","ENST00000389861",21,45073853,45226560,1,45074600,45226560,"ADARB1",15,45.43,"protein_coding","processed_transcript",152707,151960
"ENSG00000273590","ENST00000623661",21,7744962,7777853,1,7748899,7777853,"SMIM11B",7,47.23,"protein_coding","protein_coding",32891,28954
"ENSG00000214319","ENST00000398098",21,13676022,13677116,1,13676022,13677116,"CXADRP1",1,42.83,"processed_pseudogene","processed_pseudogene",1094,1094
"ENSG00000215353","ENST00000400117",21,19759359,19760128,-1,19759359,19760128,"C1QBPP1",1,54.29,"processed_pseudogene","processed_pseudogene",769,769
"ENSG00000279773","ENST00000624520",21,13679300,13681138,-1,13679300,13681138,"AL050303.10",1,63.19,"TEC","TEC",1838,1838
"ENSG00000233316","ENST00000432141",21,38206156,38208644,1,38206156,38208644,"DSCR10",2,53.48,"sense_intronic","sense_intronic",2488,2488
"ENSG00000271486","ENST00000603349",21,19620695,19621545,1,19620695,19621545,"AP000403.3",1,34.31,"processed_pseudogene","processed_pseudogene",850,850
"ENSG00000273692","ENST00000619798",21,13704853,13705518,1,13704853,13705518,"AL050303.12",1,74.92,"processed_pseudogene","processed_pseudogene",665,665
"ENSG00000159256","ENST00000400485",21,36320189,36386148,1,36320189,36376646,"MORC3",12,42.3,"protein_coding","protein_coding",65959,56457
"ENSG00000233480","ENST00000443479",21,19893279,19899755,-1,19893279,19899755,"AP000946.2",1,35.19,"lincRNA","lincRNA",6476,6476
"ENSG00000226771","ENST00000425058",21,21223295,21226829,-1,21223295,21226829,"AP001136.2",1,33.66,"antisense","antisense",3534,3534
"ENSG00000274333","ENST00000623914",21,5553637,5614880,1,5553703,5614880,"RP11-717F1.2",13,40.97,"lincRNA","lincRNA",61243,61177
"ENSG00000159131","ENST00000424203",21,33503931,33543491,-1,33503933,33542892,"GART",18,41.63,"protein_coding","nonsense_mediated_decay",39560,38959
"ENSG00000233236","ENST00000436373",21,20256752,20258820,-1,20256752,20258820,"AP001171.1",1,37.75,"lincRNA","lincRNA",2068,2068
"ENSG00000233676","ENST00000425091",21,20388334,20388845,1,20388334,20388845,"FDPSP6",1,51.95,"processed_pseudogene","processed_pseudogene",511,511
"ENSG00000234439","ENST00000447938",21,20424949,20426206,-1,20424949,20426206,"KRT18P2",1,55.01,"processed_pseudogene","processed_pseudogene",1257,1257
"ENSG00000226956","ENST00000416641",21,17659276,17660384,-1,17659276,17660384,"AP000432.2",1,41.75,"lincRNA","lincRNA",1108,1108
"ENSG00000279648","ENST00000624164",21,17705408,17707455,1,17705408,17707455,"AP000432.3",1,37.01,"TEC","TEC",2047,2047
"ENSG00000177692","ENST00000617313",21,33485530,33491720,-1,33485530,33491473,"DNAJC28",4,44.63,"protein_coding","protein_coding",6190,5943
"ENSG00000229231","ENST00000431297",21,13762338,13764332,1,13762338,13764332,"FEM1AP1",1,63.66,"processed_pseudogene","processed_pseudogene",1994,1994
"ENSG00000224922","ENST00000444356",21,13769932,13771740,1,13769932,13771740,"AL050303.7",1,37.31,"lincRNA","lincRNA",1808,1808
"ENSG00000188992","ENST00000536861",21,14108813,14210891,-1,14108893,14210891,"LIPI",4,35.86,"protein_coding","protein_coding",102078,101998
"ENSG00000229986","ENST00000416842",21,38846247,38848644,1,38846247,38848644,"AP001042.1",1,39.91,"lincRNA","lincRNA",2397,2397
"ENSG00000228941","ENST00000429033",21,31060600,31063168,-1,31060600,31063168,"UBE3AP2",1,40.33,"processed_pseudogene","processed_pseudogene",2568,2568
"ENSG00000226054","ENST00000452572",21,36130489,36131376,1,36130489,36131376,"MEMO1P1",1,43.58,"processed_pseudogene","processed_pseudogene",887,887
"ENSG00000236332","ENST00000447384",21,27361164,27395787,1,27361164,27395787,"AP001605.4",1,36.75,"lincRNA","lincRNA",34623,34623
"ENSG00000154736","ENST00000284987",21,26917912,26966513,-1,26917912,26966513,"ADAMTS5",1,38.23,"protein_coding","protein_coding",48601,48601
"ENSG00000273254","ENST00000608809",21,29024255,29024890,-1,29024255,29024890,"RP1-100J12.1",1,53.46,"antisense","antisense",635,635
"ENSG00000228600","ENST00000453699",21,14757588,14758352,1,14757588,14758352,"POLR2CP1",1,46.54,"processed_pseudogene","processed_pseudogene",764,764
"ENSG00000279615","ENST00000624852",21,8680538,8680934,-1,8680538,8680934,"bP-2168N6.1",1,49.37,"processed_pseudogene","processed_pseudogene",396,396
"ENSG00000188694","ENST00000340345",21,30281309,30282958,-1,30281309,30282958,"KRTAP24-1",1,42.55,"protein_coding","protein_coding",1649,1649
"ENSG00000235123","ENST00000427451",21,40383083,40385358,1,40383083,40385358,"DSCAM-AS1",4,42.84,"antisense","antisense",2275,2275
"ENSG00000189169","ENST00000400365",21,44697172,44698044,1,44697172,44698044,"KRTAP10-12",2,67.12,"protein_coding","protein_coding",872,872
"ENSG00000277277","ENST00000613894",21,7769796,7770546,-1,7769796,7770546,"CH507-396I9.7",1,43.14,"processed_pseudogene","processed_pseudogene",750,750
"ENSG00000225331","ENST00000411694",21,44158740,44160076,-1,44158740,44160072,"AP001055.6",2,64.55,"lincRNA","lincRNA",1336,1332
"ENSG00000238220","ENST00000411943",21,32624416,32625096,-1,32624416,32625096,"AP000275.64",1,44.79,"processed_pseudogene","processed_pseudogene",680,680
"ENSG00000280179","ENST00000624872",21,6084364,6091407,-1,6084381,6091407,"CH507-42P11.6",2,61.63,"lincRNA","lincRNA",7043,7026
"ENSG00000183250","ENST00000397841",21,44932814,44939913,-1,44932814,44939913,"LINC01547",3,54.3,"lincRNA","lincRNA",7099,7099
"ENSG00000230794","ENST00000412240",21,35713139,35732942,-1,35713139,35732942,"AF015720.3",1,42.2,"lincRNA","lincRNA",19803,19803
"ENSG00000231300","ENST00000431167",21,35599732,35600022,-1,35599732,35600022,"EZH2P1",1,40.89,"processed_pseudogene","processed_pseudogene",290,290
"ENSG00000226012","ENST00000444977",21,38237217,38238201,-1,38237217,38238201,"AP001434.2",1,47.21,"lincRNA","lincRNA",984,984
"ENSG00000182240","ENST00000347667",21,41167801,41282518,1,41167801,41282518,"BACE2",10,45.56,"protein_coding","protein_coding",114717,114717
"ENSG00000233206","ENST00000413190",21,20430443,20430762,-1,20430443,20430762,"RPS3AP1",1,41.25,"processed_pseudogene","processed_pseudogene",319,319
"ENSG00000276738","ENST00000615444",21,20597953,20598163,1,20597953,20598163,"AP001506.1",1,33.18,"processed_pseudogene","processed_pseudogene",210,210
"ENSG00000227721","ENST00000451820",21,38894917,38895252,1,38894917,38895252,"RPSAP64",1,56.55,"processed_pseudogene","processed_pseudogene",335,335
"ENSG00000280433","ENST00000623744",21,5155499,5165472,-1,5157012,5165472,"CH507-9B2.9",2,46.15,"protein_coding","retained_intron",9973,8460
"ENSG00000279579","ENST00000623794",21,8759077,8761335,1,8759077,8761335,"bP-2189O9.3",2,44.18,"lincRNA","lincRNA",2258,2258
"ENSG00000224427","ENST00000444036",21,32841496,32841811,-1,32841496,32841811,"AP000281.1",1,53.8,"processed_pseudogene","processed_pseudogene",315,315
"ENSG00000229425","ENST00000634644",21,15370500,15627342,-1,15370500,15627258,"AJ006998.2",10,37.64,"lincRNA","lincRNA",256842,256758
"ENSG00000182816","ENST00000399889",21,30371391,30372257,-1,30371391,30372257,"KRTAP13-2",1,49.6,"protein_coding","protein_coding",866,866
"ENSG00000160201","ENST00000291552",21,43092956,43107587,-1,43092956,43107587,"U2AF1",12,43.66,"protein_coding","protein_coding",14631,14631
"ENSG00000277693","ENST00000622592",21,10328411,10342737,-1,10328411,10342669,"AP003900.6",2,41.64,"lincRNA","lincRNA",14326,14258
"ENSG00000278158","ENST00000619053",21,44241847,44242081,1,44241847,44242081,"AP001059.6",1,64.68,"lincRNA","lincRNA",234,234
"ENSG00000275799","ENST00000620163",21,44244545,44244993,1,44244545,44244993,"AP001059.7",1,49.22,"lincRNA","lincRNA",448,448
"ENSG00000275945","ENST00000613970",21,10330732,10331537,1,10330732,10331537,"EIF3FP1",1,49.63,"processed_pseudogene","processed_pseudogene",805,805
"ENSG00000206104","ENST00000382826",21,30642864,30643136,1,30642864,30643136,"KRTAP20-3",1,43.22,"protein_coding","protein_coding",272,272
